chemical,dsstox_sid,technology,assay,timeh,cell,aeid,aenm,bmad,hitc,modl,modl_ac10,modl_ga,modl_tp,resp_max,resp_min,resp_unit_x,spid,chid,casn,chnm,code,m6id,m4id,m5id,mc6_mthd_id,flag,fval,fval_unit,resp_unit_y
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,BSK,,,,206,BSK_BE3C_uPAR_up,0.040486699953,1,gnls,-2.01823790354917,-1.80817729579756,0.162737958526826,0.141,0.069,log10_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2416908.0,7476222.0,7350350.0,16.0,Hit-call potentially confounded by overfitting,,N,log10_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,BSK,,,,206,BSK_BE3C_uPAR_up,0.040486699953,1,gnls,-2.01823790354917,-1.80817729579756,0.162737958526826,0.141,0.069,log10_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2416858.0,7476222.0,7350350.0,11.0,Borderline active,,N,log10_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,BSK,,,,206,BSK_BE3C_uPAR_up,0.040486699953,1,gnls,-2.01823790354917,-1.80817729579756,0.162737958526826,0.141,0.069,log10_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2416645.0,7476222.0,7350350.0,7.0,"Only one conc above baseline, active",,N,log10_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,BSK,,,,291,BSK_LPS_SRB_dn,0.0208862171973,1,gnls,0.667770399375598,0.85930595421479,0.12119998649479,0.101,0.006,log10_fold_induction,TP0000075B08,,,,,,,,,,,,
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,6,,1615,CLD_CYP1A1_6hr,0.591699663490599,1,gnls,-0.76417048208208,-0.0768646430015624,2.37447626108003,2.4555306832974,-0.46838692387177,log2_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2806469.0,8750991.0,8626628.0,7.0,"Only one conc above baseline, active",,N,log2_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,6,,1616,CLD_CYP1A2_6hr,0.440691670003288,1,gnls,-0.421666793457994,-0.286964310604275,1.50730754437971,1.53813664460044,-0.3613364794456,log2_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2806565.0,8751324.0,8626945.0,7.0,"Only one conc above baseline, active",,N,log2_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,6,,1617,CLD_CYP2B6_6hr,0.396566308888419,1,gnls,-1.76330464433458,-0.768228854754464,2.66362766451363,2.88806672131689,-0.48342447425909,log2_fold_induction,TP0000075B08,,,,,,,,,,,,
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,6,,1620,CLD_CYP3A4_6hr,0.56118133263598,1,gnls,-1.31643321474957,-0.0402766756473664,2.99571099028941,2.4964258261195,-1.32192809488736,log2_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2806722.0,8752570.0,8628299.0,7.0,"Only one conc above baseline, active",,N,log2_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,24,,1639,CLD_HMGCS2_24hr,0.422408161738405,1,gnls,-4.14008369182667,-0.959275327311255,1.7234538113353,1.89025063318724,-0.65207669657969,log2_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2807607.0,8758604.0,8633965.0,7.0,"Only one conc above baseline, active",,N,log2_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,48,,1647,CLD_CYP1A1_48hr,0.615334596430808,1,gnls,-2.52360505605408,-2.35097241753857,4.52710740272669,3.77258950389692,-0.93723455895807,log2_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2808158.0,8761281.0,8636488.0,16.0,Hit-call potentially confounded by overfitting,,N,log2_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,48,,1647,CLD_CYP1A1_48hr,0.615334596430808,1,gnls,-2.52360505605408,-2.35097241753857,4.52710740272669,3.77258950389692,-0.93723455895807,log2_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2808150.0,8761281.0,8636488.0,11.0,Borderline active,,N,log2_fold_induction
"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,CLD,,48,,1647,CLD_CYP1A1_48hr,0.615334596430808,1,gnls,-2.52360505605408,-2.35097241753857,4.52710740272669,3.77258950389692,-0.93723455895807,log2_fold_induction,TP0000075B08,20442.0,94-75-7,"2,4-Dichlorophenoxyacetic acid",C94757,2808141.0,8761281.0,8636488.0,10.0,Noisy data,,N,log2_fold_induction
2-Butoxyethanol,DTXSID1024097,ATG,,,,75,ATG_ERE_CIS_up,0.100669382019647,1,hill,1.73319890434134,2.06154424014089,0.677433935737749,0.564528280306885,-0.0612692072086939,log2_fold_induction,TP0000133E05,24097.0,111-76-2,2-Butoxyethanol,C111762,4892187.0,28974234.0,29034092.0,17.0,Less than 50% efficacy,,N,log2_fold_induction
2-Butoxyethanol,DTXSID1024097,ATG,,,,75,ATG_ERE_CIS_up,0.100669382019647,1,hill,1.73319890434134,2.06154424014089,0.677433935737749,0.564528280306885,-0.0612692072086939,log2_fold_induction,TP0000133E05,24097.0,111-76-2,2-Butoxyethanol,C111762,4891305.0,28974234.0,29034092.0,11.0,Borderline active,,N,log2_fold_induction
2-Butoxyethanol,DTXSID1024097,ATG,,,,75,ATG_ERE_CIS_up,0.100669382019647,1,hill,1.73319890434134,2.06154424014089,0.677433935737749,0.564528280306885,-0.0612692072086939,log2_fold_induction,TP0000133E05,24097.0,111-76-2,2-Butoxyethanol,C111762,4890964.0,28974234.0,29034092.0,6.0,"Only highest conc above baseline, active",,N,log2_fold_induction
2-Butoxyethanol,DTXSID1024097,ATG,,,,1443,ATG_LXRa_TRANS_dn,0.230111357105154,1,hill,0.821134358884072,1.50116340716008,1.51108602607932,1.39637057211801,-0.327777379462031,log2_fold_induction,TP0000133E05,,,,,,,,,,,,
2-Butoxyethanol,DTXSID1024097,ATG,,,,1444,ATG_LXRb_TRANS_dn,0.203957964171857,1,hill,1.27421337064639,1.7317451518355,1.24901834817648,1.17459408225525,-0.31462415431379,log2_fold_induction,TP0000133E05,24097.0,111-76-2,2-Butoxyethanol,C111762,4952847.0,29411435.0,29468901.0,11.0,Borderline active,,N,log2_fold_induction
2-Butoxyethanol,DTXSID1024097,ATG,,,,1486,ATG_RXRb_TRANS_dn,0.202526652337239,1,hill,1.50303444734502,1.62231476102729,3.75771122558103,3.74406965844014,-0.225779138401842,log2_fold_induction,TP0000133E05,,,,,,,,,,,,
Acetaminophen,DTXSID2020006,ATG,,,,105,ATG_Sox_CIS_up,0.0882130309123666,1,hill,1.11872993929909,1.93122545824093,0.540572602235726,0.450477168534137,-0.137000930105802,log2_fold_induction,TP0000131F05,20006.0,103-90-2,Acetaminophen,C103902,4933256.0,29232114.0,29292428.0,17.0,Less than 50% efficacy,,N,log2_fold_induction
Acetaminophen,DTXSID2020006,ATG,,,,105,ATG_Sox_CIS_up,0.0882130309123666,1,hill,1.11872993929909,1.93122545824093,0.540572602235726,0.450477168534137,-0.137000930105802,log2_fold_induction,TP0000131F05,20006.0,103-90-2,Acetaminophen,C103902,4933076.0,29232114.0,29292428.0,16.0,Hit-call potentially confounded by overfitting,,N,log2_fold_induction
Acetaminophen,DTXSID2020006,ATG,,,,105,ATG_Sox_CIS_up,0.0882130309123666,1,hill,1.11872993929909,1.93122545824093,0.540572602235726,0.450477168534137,-0.137000930105802,log2_fold_induction,TP0000131F05,20006.0,103-90-2,Acetaminophen,C103902,4932798.0,29232114.0,29292428.0,11.0,Borderline active,,N,log2_fold_induction
Acetaminophen,DTXSID2020006,ATG,,,,105,ATG_Sox_CIS_up,0.0882130309123666,1,hill,1.11872993929909,1.93122545824093,0.540572602235726,0.450477168534137,-0.137000930105802,log2_fold_induction,TP0000131F05,20006.0,103-90-2,Acetaminophen,C103902,4932549.0,29232114.0,29292428.0,6.0,"Only highest conc above baseline, active",,N,log2_fold_induction
Acetaminophen,DTXSID2020006,NVS,,,,720,NVS_NR_hPR,3.97958388964505,1,hill,0.342315385620022,1.1572435920567,43.0056475526669,35.8380396286015,-3.24814141220765,percent_activity,TP0000267A02,20006.0,103-90-2,Acetaminophen,C103902,4829128.0,27273296.0,28789488.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetaminophen,DTXSID2020006,BSK,,,,277,BSK_LPS_CD40_dn,0.0476603023071,1,gnls,-2.08796314748786,-1.96151002516612,0.221136191955919,0.18428016,-0.080978215,log10_fold_induction,TP0000309A11,,,,,,,,,,,,
Acetaminophen,DTXSID2020006,BSK,,,,289,BSK_LPS_PGE2_dn,0.048135233202,1,hill,0.0818678168276246,1.24794802536979,0.22902867597417,0.19085723,0.02443999,log10_fold_induction,TP0000309A11,,,,,,,,,,,,
Acetaminophen,DTXSID2020006,BSK,,,,293,BSK_LPS_TissueFactor_dn,0.0408420065256,1,gnls,-2.28185240143125,-1.99803299649539,0.181457643565148,0.16196485,0.0068277232,log10_fold_induction,TP0000309A11,,,,,,,,,,,,
Acetaminophen,DTXSID2020006,TOX21,,00,,2094,TOX21_RT_HEPG2_FLO_00hr_ctrl_viability,3.79164116752995,1,gnls,-1.4825613222624,-1.33546812941417,73.9381476820464,61.615153319,-11.4829027259,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4025664.0,19988856.0,20800959.0,7.0,"Only one conc above baseline, active",,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,00,,2094,TOX21_RT_HEPG2_FLO_00hr_ctrl_viability,3.79164116752995,1,gnls,-1.4825613222624,-1.33546812941417,73.9381476820464,61.615153319,-11.4829027259,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4027062.0,19988856.0,20800959.0,16.0,Hit-call potentially confounded by overfitting,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,08,,2095,TOX21_RT_HEPG2_FLO_08hr_viability,4.68879869481702,1,gnls,-1.4850397520951,-1.3657594368201,52.2642132018477,48.3422075665,-14.2524742442,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4028044.0,20003370.0,20806089.0,7.0,"Only one conc above baseline, active",,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,08,,2095,TOX21_RT_HEPG2_FLO_08hr_viability,4.68879869481702,1,gnls,-1.4850397520951,-1.3657594368201,52.2642132018477,48.3422075665,-14.2524742442,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4028850.0,20003370.0,20806089.0,11.0,Borderline active,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,08,,2095,TOX21_RT_HEPG2_FLO_08hr_viability,4.68879869481702,1,gnls,-1.4850397520951,-1.3657594368201,52.2642132018477,48.3422075665,-14.2524742442,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4030216.0,20003370.0,20806089.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,08,,2095,TOX21_RT_HEPG2_FLO_08hr_viability,4.68879869481702,1,gnls,-1.4850397520951,-1.3657594368201,52.2642132018477,48.3422075665,-14.2524742442,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4029720.0,20003370.0,20806089.0,16.0,Hit-call potentially confounded by overfitting,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,16,,2096,TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,4.60782660753093,1,gnls,-1.45972796037093,-1.34044764651564,53.3232799114614,47.8813484534,-8.4752816723,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4032825.0,20010129.0,20817537.0,16.0,Hit-call potentially confounded by overfitting,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,16,,2096,TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,4.60782660753093,1,gnls,-1.45972796037093,-1.34044764651564,53.3232799114614,47.8813484534,-8.4752816723,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4030758.0,20010129.0,20817537.0,7.0,"Only one conc above baseline, active",,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,16,,2096,TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,4.60782660753093,1,gnls,-1.45972796037093,-1.34044764651564,53.3232799114614,47.8813484534,-8.4752816723,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4033439.0,20010129.0,20817537.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,24,,2097,TOX21_RT_HEPG2_FLO_24hr_viability,4.57167345723585,1,gnls,-1.47027321746534,-1.35099153164015,54.335079518126,49.4860304777,-9.1335309241,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4034521.0,20022708.0,20833079.0,7.0,"Only one conc above baseline, active",,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,24,,2097,TOX21_RT_HEPG2_FLO_24hr_viability,4.57167345723585,1,gnls,-1.47027321746534,-1.35099153164015,54.335079518126,49.4860304777,-9.1335309241,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4037604.0,20022708.0,20833079.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,24,,2097,TOX21_RT_HEPG2_FLO_24hr_viability,4.57167345723585,1,gnls,-1.47027321746534,-1.35099153164015,54.335079518126,49.4860304777,-9.1335309241,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4036884.0,20022708.0,20833079.0,16.0,Hit-call potentially confounded by overfitting,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,32,,2098,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,4.88012714978376,1,gnls,-1.47008762615735,-1.35080730807307,46.0390872102762,41.8097935188,-14.8839404878,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4039325.0,20027785.0,20836292.0,11.0,Borderline active,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,32,,2098,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,4.88012714978376,1,gnls,-1.47008762615735,-1.35080730807307,46.0390872102762,41.8097935188,-14.8839404878,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4038270.0,20027785.0,20836292.0,7.0,"Only one conc above baseline, active",,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,32,,2098,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,4.88012714978376,1,gnls,-1.47008762615735,-1.35080730807307,46.0390872102762,41.8097935188,-14.8839404878,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4040941.0,20027785.0,20836292.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetaminophen,DTXSID2020006,TOX21,,32,,2098,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,4.88012714978376,1,gnls,-1.47008762615735,-1.35080730807307,46.0390872102762,41.8097935188,-14.8839404878,percent_activity,Tox21_110397_1,20006.0,103-90-2,Acetaminophen,C103902,4040362.0,20027785.0,20836292.0,16.0,Hit-call potentially confounded by overfitting,,N,percent_activity
Acetochlor,DTXSID8023848,NVS,,,,333,NVS_ADME_hCYP2C19,2.60299124232151,1,hill,0.198165081463856,0.729262247078867,53.3556103756229,48.9353548584886,-13.7546856927858,percent_activity,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,5042425.0,29830793.0,29890831.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetochlor,DTXSID8023848,NVS,,,,367,NVS_ADME_rCYP2C6,1.88050923509851,1,hill,0.704704856714638,1.05228712292781,42.4274734026238,35.3562281114422,-7.55057236945272,percent_activity,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,5044845.0,29834881.0,29894838.0,16.0,Hit-call potentially confounded by overfitting,,N,percent_activity
Acetochlor,DTXSID8023848,NVS,,,,367,NVS_ADME_rCYP2C6,1.88050923509851,1,hill,0.704704856714638,1.05228712292781,42.4274734026238,35.3562281114422,-7.55057236945272,percent_activity,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,5044850.0,29834881.0,29894838.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetochlor,DTXSID8023848,NVS,,,,662,NVS_GPCR_rabPAF,3.96861289220113,1,hill,0.148672414122399,1.12455729456734,49.5530606108965,41.2942171815334,-3.83966341206869,percent_activity,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,4823229.0,27260831.0,28776999.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetochlor,DTXSID8023848,NVS,,,,680,NVS_GPCR_rOpiate_NonSelectiveNa,3.7260013867527,1,hill,0.164001664064069,1.07730910706958,30.8698891206396,25.7249076124005,-1.27274338935332,percent_activity,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,4823950.0,27262271.0,28778370.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetochlor,DTXSID8023848,NVS,,,,680,NVS_GPCR_rOpiate_NonSelectiveNa,3.7260013867527,1,hill,0.164001664064069,1.07730910706958,30.8698891206396,25.7249076124005,-1.27274338935332,percent_activity,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,4823898.0,27262271.0,28778370.0,11.0,Borderline active,,N,percent_activity
Acetochlor,DTXSID8023848,NVS,,,,706,NVS_MP_hPBR,3.67709020137799,1,hill,-0.684697808848606,0.292586915035368,103.662153344292,102.07146549437,-4.00095692345199,percent_activity,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,NVS,,,,707,NVS_MP_rPBR,5.17700292198745,1,hill,-0.628770856185086,0.193325205850253,78.3434450928672,77.4441562034099,-0.410354804520576,percent_activity,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,NVS,,,,713,NVS_NR_hCAR_Antagonist,3.09255137925133,1,hill,0.21912179444524,1.16774743970466,52.0969441472586,43.4141201264489,-1.47523709167545,percent_activity,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,4827028.0,27269075.0,28785106.0,17.0,Less than 50% efficacy,,N,percent_activity
Acetochlor,DTXSID8023848,APR,Apoptosis,1,Hepat,1138,APR_Hepat_Apoptosis_1hr_up,0.130219759769282,1,hill,1.00661856684867,1.72270061216636,1.58623564781071,1.34108823917291,0.0830503974582664,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2673489.0,6721128.0,6596672.0,11.0,Borderline active,,N,log2_fold_induction
Acetochlor,DTXSID8023848,APR,DNADamage,1,Hepat,1142,APR_Hepat_DNADamage_1hr_up,0.111041214475855,1,hill,0.974877621643078,1.53607348034897,1.29694832655414,1.22993922611449,9.42818747489129e-05,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2673622.0,6722408.0,6597952.0,11.0,Borderline active,,N,log2_fold_induction
Acetochlor,DTXSID8023848,APR,Apoptosis,24,Hepat,1154,APR_Hepat_Apoptosis_24hr_up,0.127878185982627,1,hill,1.13485580232295,1.56097053878379,3.08281860157151,3.01253631339829,-0.0984203648861841,log2_fold_induction,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,APR,CellLoss,24,Hepat,1155,APR_Hepat_CellLoss_24hr_dn,0.0849998387382719,1,hill,1.27308751804753,1.9343871298351,1.45543305131043,1.21286087610087,0.00439336663165268,log2_fold_induction,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,APR,DNADamage,24,Hepat,1158,APR_Hepat_DNADamage_24hr_up,0.131274031028898,1,hill,1.08499360859142,1.52265674572478,2.31127429651173,2.28996442911473,-0.151798696797459,log2_fold_induction,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,APR,DNATexture,24,Hepat,1160,APR_Hepat_DNATexture_24hr_up,0.0765385007962508,1,hill,1.03442096991405,1.53368212480903,2.16884904205301,2.07602713355538,0.0865642121250489,log2_fold_induction,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,APR,NuclearSize,24,Hepat,1165,APR_Hepat_NuclearSize_24hr_dn,0.0182873897891468,1,hill,1.30551760383837,1.62752005544331,0.392358481573737,0.410760384844663,-0.0491898905484897,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2674761.0,6729768.0,6605312.0,17.0,Less than 50% efficacy,,N,log2_fold_induction
Acetochlor,DTXSID8023848,APR,Steatosis,24,Hepat,1168,APR_Hepat_Steatosis_24hr_up,0.158409538015371,1,hill,0.962546983709479,1.46627909189388,1.77908442943917,1.74537292137449,0.0488333660155493,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2674918.0,6730728.0,6606272.0,11.0,Borderline active,,N,log2_fold_induction
Acetochlor,DTXSID8023848,APR,DNADamage,48,Hepat,1174,APR_Hepat_DNADamage_48hr_up,0.161176127862192,1,hill,1.04131990300364,1.43148520195025,2.17180369982722,2.20299113610992,-0.272773622986149,log2_fold_induction,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,APR,DNATexture,48,Hepat,1176,APR_Hepat_DNATexture_48hr_up,0.101137632873487,1,hill,1.39146663806455,1.76385220806606,2.03827899680209,1.9639951103998,-0.115038928716793,log2_fold_induction,LEGTV003B10,,,,,,,,,,,,
Acetochlor,DTXSID8023848,APR,MitoFxnI,48,Hepat,1180,APR_Hepat_MitoFxnI_48hr_up,0.0148810027674112,1,hill,1.1401575682593,1.48566232908993,0.267870603071112,0.274727251688394,-0.138956928524143,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2675617.0,6734568.0,6610112.0,17.0,Less than 50% efficacy,,N,log2_fold_induction
Acetochlor,DTXSID8023848,APR,MitoFxnI,48,Hepat,1180,APR_Hepat_MitoFxnI_48hr_up,0.0148810027674112,1,hill,1.1401575682593,1.48566232908993,0.267870603071112,0.274727251688394,-0.138956928524143,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2675599.0,6734568.0,6610112.0,11.0,Borderline active,,N,log2_fold_induction
Acetochlor,DTXSID8023848,APR,NuclearSize,48,Hepat,1181,APR_Hepat_NuclearSize_48hr_dn,0.0226416107598692,1,hill,1.59679902571197,1.81960594383187,0.40339453439729,0.416207037375792,-0.0283270028241395,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2675696.0,6734888.0,6610432.0,17.0,Less than 50% efficacy,,N,log2_fold_induction
Acetochlor,DTXSID8023848,APR,Steatosis,48,Hepat,1184,APR_Hepat_Steatosis_48hr_up,0.17904929283415,1,hill,0.839706626777619,1.33287405945925,2.08869826866219,2.07450050705081,-0.0419723782814023,log2_fold_induction,LEGTV003B10,23848.0,34256-82-1,Acetochlor,C34256821,2675844.0,6735848.0,6611392.0,11.0,Borderline active,,N,log2_fold_induction
